term,anger,disgust,fear,happiness,sadness,surprise
στοργη ,1.0,1.0,1.0,3.75,1.0,2.0
στοργικος ,1.0,1.0,1.0,3.75,1.0,2.0
στοργικη ,1.0,1.0,1.0,3.75,1.0,2.0
στοργικο ,1.0,1.0,1.0,3.75,1.0,2.0
στουμπος ,2.0,2.67,1.0,1.0,1.0,2.0
στουμπωνω ,1.67,2.67,1.0,1.0,1.0,2.0
στουπι ,2.0,3.33,1.33,1.67,1.0,2.33
στουρναρι ,2.75,2.75,1.0,1.0,1.0,2.25
στουρνος ,2.75,2.75,1.0,1.0,1.0,2.25
στραβαδι ,2.5,2.5,1.0,1.0,1.0,2.25
στραβοκανης ,2.25,2.5,1.0,1.0,1.0,2.0
στραβοκατινιαζω ,2.33,2.67,1.0,1.0,1.0,2.33
στραβος ,2.33,2.33,1.0,1.0,1.0,2.33
στραβουλιακας ,3.0,2.5,1.0,1.0,1.0,2.25
στραβωμαρα ,2.5,2.5,1.0,1.0,1.0,2.5
στραγγαλιζω ,4.0,2.33,1.0,1.0,1.0,2.67
στρατιωτακι ,2.33,2.67,1.0,1.0,1.0,2.0
στρατιωτης ,2.0,2.0,1.0,1.0,1.0,2.5
στρατιωτινα ,2.0,2.5,1.0,1.0,1.0,2.5
στρατολογια ,1.0,2.0,1.0,1.0,1.0,2.0
στρατος ,3.0,2.0,1.5,1.0,1.0,2.5
στρεβλος ,1.67,2.33,1.0,1.0,1.0,1.67
στρεβλη ,1.67,2.33,1.0,1.0,1.0,1.67
στρεβλο ,1.67,2.33,1.0,1.0,1.0,1.67
στρογγυλοκαθομαι ,2.33,2.67,1.0,1.0,1.0,2.33
στυγνος ,1.75,2.5,2.0,1.0,1.25,2.0
στυγνη ,1.75,2.5,2.0,1.0,1.25,2.0
στυγνο ,1.75,2.5,2.0,1.0,1.25,2.0
στυφος ,1.5,2.5,1.0,1.0,1.75,1.75
στυφη ,1.5,2.5,1.0,1.0,1.75,1.75
στυφο ,1.5,2.5,1.0,1.0,1.75,1.75
συγγενης ,1.0,1.0,1.0,3.5,1.0,3.5
συγκεχυμενος ,1.0,1.33,1.33,1.0,1.0,2.0
συγκεχυμενη ,1.0,1.33,1.33,1.0,1.0,2.0
συγκεχυμενο ,1.0,1.33,1.33,1.0,1.0,2.0
συγκινηση ,1.0,1.0,1.0,3.75,2.5,2.75
συγκινω ,1.0,1.0,1.0,3.75,2.5,2.75
συγκρυο ,1.5,2.25,2.5,1.0,1.75,2.75
συγχωρω ,1.0,1.0,1.0,3.0,1.0,3.0
συλλυπουμαι ,1.0,1.25,1.0,1.0,3.5,2.0
συμβια ,2.5,2.0,1.0,1.0,1.0,2.0
συμβολισμος ,1.0,1.0,1.0,3.0,1.0,2.0
συμμεριζομαι ,1.0,1.0,1.0,2.67,1.0,2.0
συμμετεχω ,1.0,1.0,1.0,3.5,1.0,3.0
συμμετοχη ,1.0,1.0,1.0,3.5,1.0,3.0
συμμοριτης ,2.33,2.67,1.67,1.0,1.0,2.33
συμμοριτισσα ,2.33,2.67,1.67,1.0,1.0,2.33
συμμοριτοπολεμος ,2.33,2.67,1.67,1.0,1.0,2.33
συμπαθεια ,1.0,1.0,1.0,3.5,1.0,2.25
συμπαθης ,1.0,1.0,1.0,3.5,1.0,2.25
συμπαθες ,1.0,1.0,1.0,3.5,1.0,2.25
συμπαθητικος ,1.0,1.0,1.0,3.5,1.0,2.25
συμπαθητικη ,1.0,1.0,1.0,3.5,1.0,2.25
συμπαθητικο ,1.0,1.0,1.0,3.5,1.0,2.25
συμπαθω ,1.0,1.0,1.0,3.5,1.0,2.25
συμπασχω ,1.0,1.0,1.0,2.25,2.25,2.25
συμπλεγμα ,1.33,2.0,1.67,1.0,1.33,2.0
συμπονια ,1.0,1.0,1.0,2.0,2.0,2.0
συμπονω ,1.0,1.0,1.0,2.0,2.0,2.0
συμπραξη ,1.0,1.0,1.0,2.0,1.0,2.5
συμπτωμα ,1.0,2.5,2.0,1.0,1.0,2.0
συμφυης ,1.0,1.5,1.0,2.5,1.0,2.0
συμφυες ,1.0,1.5,1.0,2.5,1.0,2.0
συναγωνιζομαι ,1.0,1.0,1.0,4.0,1.0,3.5
συναισθανομαι ,1.67,1.67,1.67,3.67,1.67,3.0
συναισθημα ,1.67,1.67,1.67,3.67,1.67,3.0
συναισθηματικος ,1.5,1.5,1.5,3.0,1.5,2.5
συναισθηματικη ,1.5,1.5,1.5,3.0,1.5,2.5
συναισθηματικο ,1.5,1.5,1.5,3.0,1.5,2.5
συναισθηματικοτητα ,1.5,1.5,1.5,3.0,1.5,2.5
συναισθηματισμος ,1.5,1.5,1.5,3.0,1.5,2.5
συναισθηση ,1.67,1.67,1.67,3.33,1.67,3.0
συναισθησια ,1.67,1.67,1.67,3.33,1.67,3.0
συναιτερος ,1.5,1.5,1.0,2.0,1.0,2.0
συνδεδεμενος ,1.0,1.0,1.0,3.0,1.0,2.5
συνδεδεμενη ,1.0,1.0,1.0,3.0,1.0,2.5
συνδεδεμενο ,1.0,1.0,1.0,3.0,1.0,2.5
συνδεσμος ,1.0,1.0,1.0,3.0,1.0,2.33
συνδεω ,1.0,1.0,1.0,3.0,1.0,2.0
συνειδηση ,1.0,1.0,1.0,2.67,1.0,2.33
συνειδητος ,1.0,1.0,1.0,1.0,1.0,1.0
συνειδητη ,1.0,1.0,1.0,1.0,1.0,1.0
συνειδητο ,1.0,1.0,1.0,1.0,1.0,1.0
συνειρμος ,1.0,1.0,1.0,1.0,1.0,2.5
συνεπαιρνω ,1.0,1.0,1.0,4.0,1.0,3.0
συνεσταλμενος ,1.0,1.25,1.5,1.5,1.5,1.75
συνεσταλμενη ,1.0,1.25,1.5,1.5,1.5,1.75
συνεσταλμενο ,1.0,1.25,1.5,1.5,1.5,1.75
συνεταιρακι ,1.0,1.0,1.0,3.0,1.0,2.25
συνεταιρος ,1.0,1.5,1.0,2.5,1.0,2.5
συνετος ,1.0,1.0,1.0,2.33,1.0,2.0
συνετη ,1.0,1.0,1.0,2.33,1.0,2.0
συνετο ,1.0,1.0,1.0,2.33,1.0,2.0
συνθημα ,1.0,1.5,1.0,2.0,1.0,2.0
συννεφο ,1.0,1.25,1.75,1.0,2.0,2.0
συνοδεια ,1.0,2.0,1.0,2.0,1.0,3.0
συνοδοιπορος ,1.0,1.0,1.0,3.5,1.0,2.0
συνοικεσιο ,1.0,2.5,1.0,1.0,1.0,3.0
συνομοταξια ,1.5,3.0,1.0,1.0,1.0,2.5
συνταγη ,1.0,2.0,1.0,1.0,1.0,2.0
συνταξιουχος ,1.0,2.0,1.0,1.0,1.0,1.5
συντετριμμενος ,1.0,1.33,1.33,1.0,2.33,3.0
συντετριμμενη ,1.0,1.33,1.33,1.0,2.33,3.0
συντετριμμενο ,1.0,1.33,1.33,1.0,2.33,3.0
συντεχνια ,2.0,3.0,1.0,1.0,1.0,2.0
συντεχνιακος ,2.0,3.0,1.0,1.0,1.0,2.0
συντηρητικος ,1.0,3.0,1.0,1.0,1.0,2.5
συντροφευω ,1.0,1.0,1.0,2.25,1.0,1.75
συντροφι ,1.33,2.33,1.0,1.33,1.0,2.0
συντροφισσα ,1.25,2.0,1.0,1.25,1.0,1.75
συντροφος ,1.0,1.25,1.0,2.75,1.0,2.0
συρφετος ,1.67,3.0,1.33,1.0,1.0,2.0
συστελλομαι ,1.0,1.0,2.33,1.0,1.0,1.33
συστηματικος ,1.0,1.0,1.0,3.0,1.0,3.0
σφιγγω ,1.25,1.75,2.5,1.25,1.5,2.0
σφιξιμο ,1.0,1.75,2.5,1.0,2.25,2.25
σφοδρα ,1.0,2.33,2.33,2.0,1.0,2.0
σφουγγαροπανο ,1.67,3.0,1.0,1.0,1.67,2.33
σφυριζω ,1.0,2.0,1.0,1.5,1.0,3.0
σφυροκοπω ,1.5,2.0,1.0,1.0,1.0,2.0
σχετικος ,1.0,1.0,1.0,2.33,1.0,2.0
σχετικη ,1.0,1.0,1.0,2.33,1.0,2.0
σχετικο ,1.0,1.0,1.0,2.33,1.0,2.0
σχηματικος ,1.0,1.5,1.0,2.0,1.0,1.0
σχολαστικος ,1.0,1.67,1.0,1.0,1.0,1.33
σωσιβιο ,1.0,1.0,1.0,2.67,1.0,2.0
σωφρων ,1.0,1.0,1.0,2.33,1.0,2.33
σωφρον ,1.0,1.0,1.0,2.33,1.0,2.33
ταβερνειο ,1.5,2.5,1.0,1.0,1.0,1.5
ταβερνοβιος ,1.5,2.25,1.0,1.0,1.0,1.5
ταδοπουλος ,2.0,2.0,1.0,1.0,1.0,1.33
ταλεντο ,1.0,1.0,1.0,3.0,1.0,3.33
ταμα ,1.0,1.0,1.0,2.0,1.0,1.0
ταξη ,1.0,1.0,1.0,2.67,1.0,2.33
ταξιδακι ,1.0,1.0,1.0,4.0,1.0,3.33
ταξιδι ,1.0,1.0,1.0,3.0,1.0,3.0
ταρατατζουμ ,1.0,2.0,1.0,1.33,1.33,3.0
ταριφα ,1.67,2.0,1.0,1.0,1.0,2.0
ταριφας ,2.0,2.67,1.0,1.0,1.0,2.0
ταση ,1.0,2.0,1.0,2.5,1.0,2.0
τελειος ,1.0,1.0,1.0,4.67,1.0,3.33
τεμπελοσκυλο ,2.0,3.0,1.0,1.0,1.0,2.0
τενεκες ,2.67,3.33,1.0,1.0,1.0,2.67
τερμινο ,2.0,2.0,1.0,1.0,1.0,1.5
τερψη ,1.0,1.0,1.0,4.0,1.0,2.0
τερψιλαρυγγια ,1.0,1.75,1.0,1.5,1.0,2.0
τετοιος ,3.0,3.0,1.0,1.0,1.0,3.0
τεφτερι ,2.5,2.5,1.0,1.0,1.0,2.5
τεχνηεντως ,1.0,2.0,1.0,1.0,1.0,1.33
τεχνοκρατης ,1.5,2.5,1.0,1.0,1.0,2.0
τζιτζιφιογκος ,1.75,2.75,1.0,1.0,1.0,2.0
τζοβαιρι ,1.0,1.0,1.0,3.25,1.0,2.25
τζοβενο ,2.0,2.67,1.0,1.0,1.0,2.33
τηλεγραφοξυλο ,1.67,2.33,1.0,1.0,1.0,2.0
τιτιζης ,1.67,2.33,1.0,1.0,1.0,2.0
τομαρι ,2.75,3.5,1.0,1.0,1.0,2.0
τοποτηρητης ,2.0,3.0,1.0,1.0,1.0,1.5
τουβουλα ,1.0,2.25,1.0,1.0,1.0,1.25
τουρκαλας ,2.75,3.0,2.0,1.0,1.0,2.0
τουρκια ,2.25,3.0,1.75,1.0,1.0,2.0
τουρκομεριτης ,2.0,3.0,1.5,1.0,1.0,2.0
τουρκομπαροκ ,2.0,3.5,1.0,1.0,1.0,3.0
τουρκοσπορος ,3.25,3.75,1.0,1.0,1.0,2.25
τουρλωνω ,1.0,3.0,1.0,1.0,1.0,2.5
τραβηγμα ,1.0,2.5,1.0,1.0,1.0,1.5
τραβω ,1.0,2.0,2.0,1.0,3.0,1.0
τραγικος ,2.5,3.0,1.5,1.0,2.0,2.25
τραγικη ,2.5,3.0,1.5,1.0,2.0,2.25
τραγικο ,2.5,3.0,1.5,1.0,2.0,2.25
τραγογενης ,3.67,3.33,1.0,1.0,1.0,2.0
τραγοπαπας ,4.0,3.67,1.0,1.0,1.0,2.33
τραγος ,4.0,3.67,1.0,1.0,1.0,2.33
τραλαλα ,1.67,1.67,1.0,1.67,1.0,3.0
τραμπακουλο ,1.33,2.67,1.67,1.0,1.0,1.67
τρελαδικο ,2.67,2.0,1.0,1.0,1.0,3.33
τρελογιατρος ,1.67,2.0,1.0,1.0,1.0,2.0
τρελος ,2.25,1.75,1.5,2.5,1.0,2.5
τρελη ,2.25,1.75,1.5,2.5,1.0,2.5
τρελο ,2.25,1.75,1.5,2.5,1.0,2.5
τρεμαμενος ,2.25,1.25,3.5,1.75,2.0,2.0
τρεμαμενη ,2.25,1.25,3.5,1.75,2.0,2.0
τρεμαμενο ,2.25,1.25,3.5,1.75,2.0,2.0
τρεφω ,1.0,1.0,1.0,2.0,1.0,2.0
τριο ,1.0,2.0,1.0,1.0,1.0,1.33
τριτοκοσμικος ,1.5,3.25,1.0,1.0,2.25,1.75
τριχα ,1.67,2.67,1.0,1.0,1.0,1.67
τριχοτομηση ,1.0,2.0,1.0,1.0,1.0,1.0
τρομαζω ,1.25,1.25,3.75,1.0,1.25,3.5
τρυγονα ,1.0,1.0,1.0,2.75,1.0,2.0
τρυγονακι ,1.0,1.0,1.0,2.75,1.0,2.25
τρυγονι ,1.0,1.0,1.0,3.33,1.0,2.33
τρυπα ,1.0,2.0,1.0,1.0,1.5,2.5
τρυπω ,1.0,2.33,1.0,1.0,1.33,1.33
τρυφερος ,1.0,1.0,1.0,3.75,1.0,2.25
τρυφερη ,1.0,1.0,1.0,3.75,1.0,2.25
τρυφερο ,1.0,1.0,1.0,3.75,1.0,2.25
τρυφεροτητα ,1.0,1.0,1.0,3.75,1.0,2.25
τσαγκαροδευτερα ,1.0,1.75,1.0,1.0,1.5,1.5
τσακιδια ,4.0,3.25,1.0,1.0,1.25,2.0
τσακιζω ,3.25,3.0,1.25,1.0,2.0,2.0
τσαρλατανος ,2.0,2.67,1.0,1.0,1.0,2.33
τσιγγαναριο ,2.5,3.25,1.25,1.0,1.0,2.0
τσιγγανος ,2.67,2.67,1.0,1.0,1.0,2.33
τσιμεντουπολη ,1.33,2.67,1.0,1.0,1.67,1.67
τσιμπουκι ,3.33,3.67,1.0,1.67,1.67,3.0
τσιρακι ,2.25,3.25,1.0,1.0,1.0,1.75
τσομπανης ,2.0,3.0,1.0,1.0,1.0,1.5
τσομπανος ,2.0,3.0,1.0,1.0,1.0,1.5
τσοπανης ,2.0,3.0,1.0,1.0,1.0,1.5
τσοπανος ,2.0,3.0,1.0,1.0,1.0,1.5
τσουλουφι ,2.5,1.5,1.0,1.0,1.0,2.0
τσουρμο ,2.33,2.33,1.0,1.0,1.0,2.33
τσουτσεκι ,3.0,2.75,1.0,1.0,1.0,1.75
τυπικουρα ,2.33,2.33,1.0,1.0,1.0,2.0
τυπικουρας ,2.33,2.33,1.0,1.0,1.0,2.0
τυπολατρης ,1.33,2.67,1.0,1.0,1.0,2.33
τυποποιηση ,1.0,2.0,1.0,1.0,1.0,1.0
τυρογαλο ,2.0,2.5,1.0,1.0,1.0,1.75
τυφλα ,1.67,2.33,1.0,1.0,1.33,2.33
τυφλοσουρτης ,1.33,2.0,1.0,1.0,1.0,1.33
τυφλωνω ,1.25,2.5,1.0,2.0,1.75,1.5
τυχερακιας ,1.0,1.33,1.0,3.33,1.0,3.67
τυχερος ,1.0,1.33,1.0,3.0,1.0,3.33
τυχερουλης ,1.0,1.33,1.0,3.33,1.0,3.33
τυψη ,1.25,2.0,1.25,1.0,2.25,1.5
υβρις ,2.25,2.75,1.25,1.0,1.0,1.75
υμνος ,1.0,1.0,1.0,2.75,1.0,2.5
υπανδρος ,1.33,2.0,1.0,1.0,1.0,1.33
υπανθρωπος ,2.5,3.5,1.25,1.0,1.0,2.0
υπερηφανεια ,1.0,1.25,1.0,3.75,1.0,2.0
υπερηφανευομαι ,1.0,1.25,1.0,3.75,1.0,2.0
υπερηφανος ,1.0,1.25,1.0,3.75,1.0,2.25
υπερηφανη ,1.0,1.25,1.0,3.75,1.0,2.25
υπερηφανο ,1.0,1.25,1.0,3.75,1.0,2.25
υπεροχη ,1.0,1.0,1.0,2.5,1.0,2.25
υπερφιαλος ,1.75,2.5,1.0,1.0,1.0,2.0
υπερφιαλη ,1.75,2.5,1.0,1.0,1.0,2.0
υπερφιαλο ,1.75,2.5,1.0,1.0,1.0,2.0
υπευθυνος ,1.0,1.0,1.0,2.33,1.0,2.0
υπευθυνη ,1.0,1.0,1.0,2.33,1.0,2.0
υπευθυνο ,1.0,1.0,1.0,2.33,1.0,2.0
υπευθυνοτητα ,1.0,1.0,1.0,2.33,1.0,2.0
υπνηλια ,1.0,1.67,1.0,1.0,1.0,2.67
υποβαθρο ,1.0,1.0,1.0,2.0,1.0,2.0
υποδεχομαι ,1.0,1.0,1.0,3.0,1.0,2.5
υποκειμενο ,3.5,3.0,1.5,1.0,1.0,2.5
υποκρινομαι ,1.67,2.33,1.0,1.0,1.0,2.0
υποκριτης ,2.0,2.67,1.33,1.0,1.0,2.0
υπονοουμενο ,1.0,2.0,1.0,1.0,1.0,2.0
υποσταση ,1.0,1.0,1.0,1.0,1.0,1.0
υποφερω ,1.33,2.33,2.33,1.0,3.33,1.67
υποχρεωνω ,1.0,2.0,1.0,1.0,1.0,2.0
υποχρεωση ,1.0,2.0,1.0,1.0,1.0,2.0
υποχρεωτικος ,1.0,2.5,1.0,1.0,1.0,1.5
υποχρεωτικη ,1.0,2.5,1.0,1.0,1.0,1.5
υποχρεωτικο ,1.0,2.5,1.0,1.0,1.0,1.5
υποχωρω ,1.0,2.0,1.0,1.0,1.0,2.0
υστερια ,3.25,2.0,1.75,1.0,1.25,3.0
υψηλοφρων ,1.0,1.0,1.0,2.33,1.0,3.33
υψηλοφρον ,1.0,1.0,1.0,2.33,1.0,3.33
φακιδιαρης ,1.5,2.75,1.0,1.0,1.0,1.75
φανταζω ,1.0,1.0,1.0,2.67,1.0,3.0
φαρα ,3.25,2.5,1.0,1.0,1.0,1.75
φαρμακοτριφτης ,1.75,2.5,1.0,1.0,1.0,1.75
φασισταριο ,3.0,4.0,2.25,1.0,1.0,2.0
φασιστοειδης ,3.0,4.33,2.67,1.0,1.0,2.33
φασιστομουτρο ,3.0,4.0,2.25,1.0,1.0,2.0
φερεφωνο ,2.33,3.33,1.67,1.0,1.0,1.67
φθονος ,2.75,3.75,1.25,1.0,2.0,1.75
φθονω ,3.0,3.75,1.25,1.0,2.0,1.75
φιδι ,2.25,3.25,2.5,1.0,1.0,1.75
φιεστα ,1.67,2.33,1.0,3.0,1.0,2.33
φιλανθρωπια ,1.0,1.0,1.0,3.5,1.0,2.0
φιλανθρωπος ,1.0,1.0,1.0,2.67,1.0,1.67
φιλανθρωπη ,1.0,1.0,1.0,2.67,1.0,1.67
φιλανθρωπο ,1.0,1.0,1.0,2.67,1.0,1.67
φιλια ,1.0,1.0,1.0,3.5,1.0,1.75
φιλοαμερικανικος ,2.0,2.33,1.0,1.0,1.0,1.67
φιλοαμερικανικη ,2.0,2.33,1.0,1.0,1.0,1.67
φιλοαμερικανικο ,2.0,2.33,1.0,1.0,1.0,1.67
φιλοδωρω ,1.0,1.0,1.0,1.33,1.0,1.33
φιλολογιζων ,1.67,2.33,1.0,1.0,1.0,2.0
φιλοξενω ,1.0,1.0,1.0,3.0,1.0,2.0
φιλοπατρια ,1.0,1.0,1.0,2.75,1.0,2.0
φιλος ,1.0,1.0,1.0,3.25,1.0,1.75
φιλη ,1.0,1.0,1.0,3.25,1.0,1.75
φιλο ,1.0,1.0,1.0,3.25,1.0,1.75
φιλοτομαρισμος ,2.33,3.0,1.0,1.0,1.0,2.0
φιλοτομαριστης ,2.33,3.0,1.0,1.0,1.0,2.0
φιογκος ,2.25,2.75,1.0,1.0,1.0,1.75
φλεγμα ,1.5,2.25,1.0,1.0,1.0,1.5
φλεγματικος ,1.5,2.25,1.0,1.0,1.0,1.5
φλεγματικη ,1.5,2.25,1.0,1.0,1.0,1.5
φλεγματικο ,1.5,2.25,1.0,1.0,1.0,1.5
φλεγομαι ,3.0,2.0,1.0,2.33,1.0,2.0
φλογιζω ,2.0,1.5,1.0,2.0,1.0,1.5
φλογισμα ,2.0,1.5,1.0,2.0,1.0,1.5
φοβαμαι ,1.0,1.0,4.75,1.0,1.25,2.5
φοβος ,1.0,1.0,4.75,1.0,1.25,2.5
φοιτηταριο ,1.5,2.5,1.0,1.0,1.0,1.75
φοιτητοπατερας ,2.0,2.5,1.0,1.0,1.0,1.75
φοραδα ,3.0,3.5,1.0,1.0,1.0,2.25
φορτιζω ,2.0,2.33,1.67,1.67,1.67,2.67
φορτιο ,2.0,2.0,1.0,1.0,1.0,2.5
φορτιση ,2.0,2.0,1.5,1.5,1.5,2.0
φουκαρας ,1.25,2.0,1.0,1.0,2.5,1.75
φουκαρατζικος ,1.0,2.0,1.0,1.0,2.5,1.75
φουντωση ,2.25,2.25,1.5,1.5,1.5,2.5
φουσκοδεντρια ,1.0,1.67,1.0,1.0,1.0,2.0
φουσκωμαρα ,1.0,2.33,1.0,1.0,1.33,2.0
φουστανελα ,1.5,3.0,1.0,1.0,1.0,2.0
φραγκοπαπας ,2.0,2.5,1.0,1.0,1.0,1.75
φρεναπατη ,1.33,2.0,1.0,1.0,1.0,2.67
φρενιτιδα ,1.0,2.0,1.25,2.25,1.0,2.75
φρεσκαδα ,1.0,1.0,1.0,3.25,1.0,2.25
φρικη ,2.0,3.75,3.0,1.0,1.75,3.5
φρικιαζω ,2.0,3.75,3.0,1.0,2.0,3.0
φριττω ,1.75,3.75,2.25,1.0,2.0,3.75
φροκαλο ,2.25,3.25,1.0,1.0,1.0,2.0
φρονημα ,1.0,1.5,1.0,2.5,1.0,2.0
φρουτο ,2.0,2.33,1.0,1.0,1.0,2.33
φτου ,3.5,3.25,1.0,1.75,2.0,2.25
φτωχαδακι ,1.0,2.0,1.0,1.67,1.67,2.33
φτωχος ,1.67,2.33,1.0,1.0,1.67,1.67
φυλλαδα ,2.0,2.67,1.0,1.0,1.0,2.33
φωκια ,2.5,3.25,1.0,1.0,1.0,2.25
φωλιαζω ,1.5,2.5,1.5,1.5,1.0,1.5
φωστηρας ,2.33,3.0,1.0,1.67,1.0,2.33
φωτιζω ,1.33,1.67,1.0,2.67,1.0,2.67
φωτορομαντσο ,1.5,3.0,1.0,1.0,1.0,2.5
χαδι ,1.0,1.0,1.0,3.25,1.0,2.0
χαζοβιολα ,3.0,3.0,1.0,1.0,1.0,2.33
χαζοβιολης ,3.0,3.0,1.0,1.0,1.0,2.33
χαζοκουτι ,2.67,3.0,1.0,1.0,1.0,2.33
χαζοπουλι ,2.67,3.0,1.0,1.0,1.0,2.33
χαζουλιακας ,2.0,3.0,1.0,1.0,1.0,2.33
χαζοχαρουμενος ,2.33,3.0,1.0,1.0,1.0,2.33
χαιμαλι ,1.33,2.67,1.0,1.0,1.0,2.0
χαιρεκακια ,2.0,2.75,1.0,1.5,1.75,2.0
χαιρετημα ,1.0,1.67,1.0,1.0,1.0,1.67
χαιρετισμα ,1.0,1.67,1.0,1.0,1.0,1.67
χαιρετισμος ,1.0,2.5,1.0,1.0,1.0,2.0
χαιρετουρα ,1.33,2.33,1.0,1.0,1.0,2.33
χαιρομαι ,1.0,1.0,1.0,4.75,1.0,2.5
χαιτη ,1.0,2.5,1.0,2.0,1.0,3.0
χαλαζι ,1.0,2.0,1.5,1.0,1.0,2.5
χαλι ,2.5,3.75,2.0,1.0,2.5,2.25
χαμαλης ,2.25,2.5,1.0,1.0,1.75,1.75
χαμηλοβλεπουσα ,1.75,2.25,1.0,1.0,1.25,2.0
χαμογελω ,1.0,1.0,1.0,4.0,1.0,1.75
χαμομηλι ,1.0,2.0,1.0,1.0,1.0,1.0
χαμομηλο ,1.0,2.0,1.0,1.0,1.0,1.0
χαμουτζης ,1.75,2.5,1.0,1.0,1.0,1.75
χανι ,2.33,2.67,1.0,1.0,1.0,1.67
χαντουμης ,2.0,2.75,1.0,1.0,1.0,1.75
χαπακιας ,2.0,3.0,1.5,1.0,1.0,2.25
χαπιεντ ,1.0,1.25,1.0,3.75,1.0,2.0
χαρα ,1.0,1.0,1.0,4.5,1.0,2.25
χαρβαλο ,1.75,2.5,1.0,1.0,1.0,1.75
χαρεμι ,1.33,2.0,1.0,1.67,1.0,2.33
χαρη ,1.0,1.0,1.0,2.75,1.0,2.0
χαριζω ,1.0,1.0,1.0,2.67,1.0,2.0
χαριτοβρυτος ,1.5,2.0,1.0,1.5,1.0,1.25
χαρμολυπη ,1.0,1.5,1.0,4.0,3.5,1.75
χαρτοβαασιλειο ,1.0,2.33,1.0,1.0,1.0,2.0
χαρτοβασιλειο ,1.0,2.33,1.0,1.0,1.0,2.0
χαρτογιακας ,2.33,3.0,1.0,1.0,1.0,1.67
χαρτομανι ,1.67,2.33,1.0,1.0,1.0,2.0
χαρτομουτρο ,2.33,3.33,1.0,1.33,1.0,2.33
χαρτοπολεμος ,1.0,2.0,1.0,1.0,1.0,2.0
χασαπης ,3.33,3.0,2.33,1.0,1.0,2.0
χασικλας ,2.25,3.5,2.0,1.0,1.0,1.75
χασικλης ,2.25,3.5,2.0,1.0,1.0,1.75
χαχολος ,2.33,3.0,1.0,1.0,1.0,1.67
χεζας ,3.0,4.0,2.67,1.0,1.0,2.0
χεζου ,3.0,4.0,2.67,1.0,1.0,2.0
χειραγωγω ,1.33,2.67,2.0,1.0,1.0,1.33
χειροκροτητης ,1.75,2.75,1.0,1.0,1.0,1.25
χιλιακριβος ,1.0,1.0,1.0,3.75,1.0,2.25
χιουμορ ,1.0,1.25,1.0,3.75,1.0,3.0
χοντρελα ,2.0,3.5,1.0,1.0,1.0,2.0
χοντρομπαλαδικο ,1.5,3.0,1.0,1.0,1.0,1.75
χοντρομπαλας ,1.75,3.25,1.0,1.0,1.0,1.75
χοντρομπαλου ,1.75,3.25,1.0,1.0,1.0,1.75
χοντρομπαλουδικο ,1.5,3.0,1.0,1.0,1.25,1.75
χοντροπετσος ,2.0,2.5,1.0,1.0,1.0,2.0
χορευω ,1.0,1.0,1.0,4.33,1.0,2.67
χορταινω ,1.0,1.0,1.0,3.0,1.0,2.0
χορταστικος ,1.0,1.0,1.0,3.0,1.0,1.75
χορταστικη ,1.0,1.0,1.0,3.0,1.0,1.75
χορταστικο ,1.0,1.0,1.0,3.0,1.0,1.75
χρησιμοποιουμαι ,1.33,2.33,1.67,1.0,1.67,1.33
χρησιμοποιω ,1.0,1.5,1.5,2.0,1.0,1.0
χριζω ,1.0,1.0,1.0,2.0,1.0,1.0
χριω ,1.0,1.0,1.0,2.0,1.0,1.0
χρυσαφικο ,1.0,2.0,1.0,1.0,1.0,2.5
χρυσιο ,1.0,1.67,1.0,1.0,1.0,2.0
χρυσοκανθαρος ,2.0,2.5,1.0,1.0,1.0,1.5
χρωματιζω ,1.0,1.0,1.0,2.5,1.0,2.0
χτυπω ,2.33,1.0,1.67,1.0,1.0,2.0
χυδαισμος ,1.5,3.0,1.0,1.0,1.0,2.0
χυδαιστης ,1.75,3.0,1.0,1.0,1.25,2.0
χωριατακι ,1.5,2.25,1.0,1.0,1.25,1.75
χωριατης ,1.75,3.25,1.0,1.0,1.25,1.75
χωριατια ,1.75,3.5,1.0,1.0,1.0,1.75
χωριατικος ,1.5,3.5,1.0,1.0,1.0,2.0
χωριατισσα ,1.75,3.0,1.0,1.0,1.0,1.5
χωριατομανι ,1.5,3.25,1.0,1.0,1.0,1.75
ψαρι ,1.67,2.33,2.0,1.0,1.0,2.33
ψαροκασελα ,2.33,3.33,1.0,1.0,1.0,2.33
ψειρα ,1.67,3.0,1.0,1.0,1.0,2.0
ψειριαρης ,1.75,3.5,1.25,1.0,1.0,1.75
ψευδαισθηση ,1.0,2.33,1.0,1.0,1.0,2.67
ψευδαισθησια ,1.0,2.33,1.0,1.0,1.0,2.67
ψευδαισθητικος ,1.0,2.33,1.0,1.0,1.0,2.67
ψευδαισθητικη ,1.0,2.33,1.0,1.0,1.0,2.67
ψευδαισθητικο ,1.0,2.33,1.0,1.0,1.0,2.67
ψευτοκουλτουριαρης ,1.5,2.5,1.0,1.0,1.0,2.0
ψηλωνω ,1.0,1.0,1.0,3.33,1.0,3.0
ψιλικατζης ,1.25,2.25,1.0,1.0,1.0,1.5
ψιλικατζιδικο ,1.0,1.0,1.0,1.0,1.0,1.0
ψιλικατζου ,1.25,2.25,1.0,1.0,1.0,1.5
ψιμυθιο ,1.5,2.0,1.0,1.0,1.0,1.5
ψοφολογω ,2.0,2.75,1.0,1.0,1.0,2.0
ψυλλιαζομαι ,1.67,1.67,1.0,1.0,1.0,1.67
